,user_id,item_id,rating
45219,191,Font,2
45220,192,Font,1
45221,193,Font,2
45222,194,Font,1
45223,195,Font,2
45224,196,Font,2
45225,197,Font,1
45226,198,Font,2
45227,199,Font,2
45228,200,Font,1
45229,201,Font,2
45230,202,Font,2
45231,203,Font,2
45232,205,Font,2
45233,206,Font,1
45234,207,Font,1
45235,209,Font,2
45236,210,Font,1
45237,212,Font,1
45238,214,Font,1
45239,215,Font,2
45240,216,Font,1
45241,217,Font,1
45242,218,Font,1
45243,219,Font,1
45244,220,Font,1
45245,221,Font,1
45246,222,Font,2
45247,223,Font,2
45248,224,Font,2
45249,225,Font,1
45250,226,Font,1
45251,227,Font,2
45252,229,Font,2
45253,230,Font,1
45254,231,Font,2
45255,232,Font,1
45256,233,Font,2
45257,234,Font,1
45258,235,Font,2
45259,236,Font,1
45260,237,Font,2
45261,238,Font,1
45262,239,Font,1
45263,241,Font,1
45264,242,Font,1
45265,243,Font,1
45266,244,Font,1
45267,245,Font,1
45268,246,Font,2
45269,247,Font,1
45270,248,Font,1
45271,249,Font,1
45272,250,Font,1
45273,251,Font,1
45274,252,Font,2
45275,253,Font,1
45276,255,Font,1
45277,256,Font,1
45278,257,Font,2
45279,259,Font,1
45280,260,Font,1
45281,261,Font,2
45282,262,Font,1
45283,263,Font,1
45284,264,Font,2
45285,265,Font,1
45286,266,Font,2
45287,267,Font,1
45288,268,Font,1
45289,269,Font,2
45290,270,Font,2
45291,271,Font,2
45292,273,Font,2
45293,274,Font,1
45294,275,Font,1
45295,276,Font,1
45296,277,Font,2
45297,278,Font,2
45298,279,Font,1
45299,280,Font,2
45300,281,Font,2
45301,282,Font,1
45302,283,Font,1
45303,284,Font,1
45304,285,Font,2
45305,286,Font,2
45306,287,Font,2
45307,288,Font,1
45308,289,Font,2
45309,290,Font,1
45310,291,Font,2
45311,292,Font,1
45312,293,Font,1
45313,294,Font,1
45314,295,Font,1
45315,296,Font,1
45316,297,Font,2
45317,298,Font,1
45318,299,Font,1
45319,300,Font,1
45320,301,Font,1
45321,303,Font,1
45322,304,Font,2
45323,305,Font,1
45324,306,Font,1
45325,307,Font,1
45326,308,Font,1
45327,309,Font,2
45328,310,Font,1
45329,311,Font,2
45330,312,Font,1
45331,313,Font,2
45332,314,Font,1
45333,315,Font,1
45334,316,Font,1
45335,317,Font,1
45336,318,Font,2
45337,320,Font,2
45338,321,Font,2
45339,322,Font,2
45340,323,Font,1
45341,324,Font,2
45342,325,Font,2
45343,326,Font,2
45344,327,Font,1
45345,328,Font,1
45346,329,Font,1
45347,330,Font,2
45348,332,Font,2
45349,334,Font,1
45350,335,Font,1
45351,336,Font,2
45352,337,Font,2
45353,338,Font,1
45354,339,Font,1
45355,340,Font,2
45356,341,Font,2
45357,342,Font,1
45358,343,Font,2
45359,344,Font,2
45360,345,Font,2
45361,346,Font,1
45362,347,Font,1
45363,348,Font,2
45364,349,Font,1
45365,350,Font,1
45366,352,Font,1
45367,353,Font,1
45368,354,Font,1
45369,355,Font,1
45370,356,Font,2
45371,357,Font,2
45372,358,Font,1
45373,359,Font,1
45374,360,Font,1
45375,361,Font,1
45376,362,Font,1
45377,363,Font,1
45378,364,Font,2
45379,365,Font,1
45380,366,Font,2
45381,367,Font,2
45382,368,Font,2
45383,369,Font,2
45384,370,Font,1
45385,371,Font,1
45386,372,Font,1
45387,373,Font,2
45388,374,Font,2
45389,375,Font,1
45390,376,Font,2
45391,377,Font,1
45392,379,Font,1
45393,380,Font,1
45394,381,Font,2
45395,382,Font,1
45396,383,Font,1
45397,384,Font,2
45398,385,Font,2
45399,386,Font,2
45400,387,Font,1
45401,388,Font,1
45402,389,Font,2
45403,390,Font,1
45404,391,Font,1
45405,392,Font,2
45406,393,Font,2
45407,394,Font,2
45408,395,Font,2
45409,396,Font,1
45410,397,Font,2
45411,398,Font,1
45412,399,Font,1
45413,400,Font,1
45414,401,Font,1
45415,402,Font,2
45416,403,Font,1
45417,404,Font,1
45418,405,Font,1
45419,407,Font,1
45420,408,Font,2
45421,409,Font,1
45422,410,Font,2
45423,411,Font,1
45424,412,Font,1
45425,413,Font,1
45426,414,Font,1
45427,415,Font,1
45428,416,Font,1
45429,417,Font,1
45430,418,Font,1
45431,419,Font,2
45432,420,Font,1
45433,421,Font,1
45434,422,Font,2
45435,423,Font,2
45436,424,Font,1
45437,425,Font,1
45438,426,Font,2
45439,427,Font,2
45440,428,Font,1
45441,429,Font,1
45442,430,Font,1
45443,431,Font,2
45444,432,Font,1
45445,433,Font,1
45446,434,Font,2
45447,435,Font,2
45448,436,Font,1
45449,438,Font,2
45450,439,Font,1
45451,440,Font,1
45452,441,Font,1
45453,442,Font,1
45454,443,Font,2
45455,444,Font,2
45456,445,Font,1
45457,446,Font,2
45458,447,Font,2
45459,448,Font,1
45460,449,Font,1
45461,451,Font,1
45462,452,Font,2
45463,453,Font,1
45464,454,Font,1
45465,455,Font,2
45466,456,Font,1
45467,457,Font,1
45468,458,Font,2
45469,459,Font,1
45470,460,Font,1
45471,461,Font,1
45472,462,Font,1
45473,463,Font,1
45474,464,Font,1
45475,467,Font,1
45476,468,Font,2
45477,469,Font,2
45478,470,Font,1
45479,471,Font,2
45480,473,Font,1
45481,474,Font,1
45482,475,Font,1
45483,476,Font,2
45484,478,Font,1
45485,479,Font,1
45486,480,Font,2
45487,481,Font,1
45488,482,Font,2
45489,484,Font,2
45490,485,Font,2
45491,486,Font,2
45492,487,Font,1
45493,488,Font,1
45494,489,Font,1
45495,490,Font,1
45496,491,Font,2
45497,492,Font,2
45498,493,Font,2
45499,494,Font,1
45500,495,Font,1
45501,496,Font,2
45502,497,Font,2
45503,498,Font,1
45504,499,Font,1
45505,500,Font,1
45506,501,Font,2
45507,502,Font,1
45508,503,Font,1
45509,504,Font,1
45510,505,Font,1
45511,506,Font,1
45512,507,Font,1
45513,508,Font,1
45514,509,Font,1
45515,510,Font,2
45516,511,Font,1
45517,512,Font,2
45518,513,Font,1
45519,514,Font,1
45520,515,Font,1
45521,516,Font,1
45522,517,Font,1
45523,520,Font,2
45524,521,Font,1
45525,522,Font,1
45526,523,Font,2
45527,524,Font,2
45528,525,Font,1
45529,526,Font,2
45530,527,Font,1
45531,528,Font,2
45532,529,Font,1
45533,530,Font,1
45534,531,Font,2
45535,532,Font,2
45536,533,Font,1
45537,534,Font,1
45538,536,Font,2
45539,537,Font,1
45540,538,Font,2
45541,539,Font,2
45542,540,Font,1
45543,541,Font,2
45544,542,Font,2
45545,543,Font,2
45546,544,Font,2
45547,545,Font,1
45548,546,Font,1
45549,547,Font,1
45550,548,Font,1
45551,549,Font,2
45552,550,Font,1
45553,551,Font,1
45554,553,Font,2
45555,554,Font,1
45556,555,Font,1
45557,556,Font,1
45558,557,Font,2
45559,558,Font,1
45560,559,Font,1
45561,560,Font,1
45562,561,Font,1
45563,562,Font,2
45564,563,Font,2
45565,564,Font,1
45566,566,Font,1
45567,567,Font,1
45568,568,Font,1
45569,569,Font,1
45570,570,Font,1
45571,571,Font,2
45572,572,Font,2
45573,573,Font,2
45574,574,Font,2
45575,575,Font,1
45576,576,Font,1
45577,577,Font,2
45578,578,Font,1
45579,579,Font,1
45580,580,Font,1
45581,581,Font,1
45582,582,Font,2
45583,583,Font,1
45584,584,Font,2
45585,585,Font,1
45586,592,Font,1
45587,593,Font,2
45588,594,Font,1
45589,595,Font,2
45590,596,Font,1
45591,598,Font,1
45592,599,Font,2
45593,600,Font,1
45594,601,Font,2
45595,602,Font,1
45596,603,Font,2
45597,604,Font,1
45598,605,Font,1
45599,607,Font,1
45600,609,Font,2
45601,610,Font,1
45602,611,Font,1
45603,612,Font,2
45604,613,Font,1
45605,614,Font,1
45606,615,Font,1
45607,616,Font,2
45608,618,Font,2
45609,619,Font,1
45610,620,Font,2
45611,621,Font,1
45612,622,Font,2
45613,623,Font,2
45614,624,Font,2
45615,625,Font,2
45616,626,Font,2
45617,628,Font,1
45618,630,Font,2
45619,631,Font,1
45620,632,Font,1
45621,634,Font,1
45622,635,Font,1
45623,636,Font,1
45624,637,Font,2
45625,638,Font,1
45626,639,Font,2
45627,640,Font,1
45628,641,Font,2
45629,642,Font,2
45630,643,Font,1
45631,644,Font,2
45632,646,Font,2
45633,647,Font,2
45634,648,Font,2
45635,649,Font,1
45636,650,Font,1
45637,651,Font,1
45638,652,Font,2
45639,653,Font,1
45640,654,Font,1
45641,655,Font,1
45642,656,Font,1
45643,657,Font,1
45644,658,Font,2
45645,659,Font,2
45646,660,Font,2
45647,661,Font,1
45648,662,Font,2
45649,663,Font,1
45650,664,Font,1
45651,665,Font,1
45652,666,Font,1
45653,667,Font,1
45654,668,Font,1
45655,669,Font,2
45656,670,Font,1
45657,671,Font,1
45658,672,Font,1
45659,673,Font,1
45660,674,Font,1
45661,675,Font,2
45662,676,Font,1
45663,677,Font,2
45664,678,Font,1
45665,679,Font,1
45666,680,Font,2
45667,681,Font,1
45668,683,Font,2
45669,684,Font,1
45670,685,Font,1
45671,686,Font,2
45672,687,Font,2
45673,688,Font,1
45674,689,Font,2
45675,690,Font,2
45676,691,Font,1
45677,693,Font,2
45678,694,Font,1
45679,695,Font,2
45680,696,Font,2
45681,697,Font,1
45682,698,Font,2
45683,699,Font,1
45684,700,Font,1
45685,701,Font,1
45686,703,Font,2
45687,704,Font,1
45688,705,Font,1
45689,706,Font,2
45690,707,Font,1
45691,709,Font,2
45692,710,Font,1
45693,712,Font,2
45694,713,Font,2
45695,714,Font,2
45696,715,Font,1
45697,716,Font,2
45698,717,Font,1
45699,718,Font,1
45700,719,Font,1
45701,720,Font,1
45702,721,Font,1
45703,722,Font,2
45704,723,Font,1
45705,724,Font,2
45706,725,Font,2
45707,726,Font,2
45708,728,Font,1
45709,729,Font,2
45710,730,Font,1
45711,731,Font,1
45712,732,Font,2
45713,734,Font,2
45714,735,Font,1
45715,736,Font,2
45716,737,Font,2
45717,738,Font,2
45718,740,Font,2
45719,741,Font,2
45720,742,Font,2
45721,743,Font,1
45722,744,Font,1
45723,745,Font,2
45724,746,Font,1
45725,747,Font,2
45726,748,Font,1
45727,749,Font,1
45728,751,Font,2
45729,753,Font,1
45730,754,Font,1
45731,755,Font,1
45732,756,Font,2
45733,757,Font,2
45734,758,Font,1
45735,759,Font,1
45736,760,Font,2
45737,761,Font,2
45738,762,Font,1
45739,763,Font,1
45740,764,Font,2
45741,765,Font,1
45742,766,Font,2
45743,767,Font,2
45744,769,Font,1
45745,771,Font,1
45746,772,Font,2
45747,773,Font,1
45748,774,Font,1
45749,775,Font,1
45750,776,Font,1
45751,777,Font,1
45752,778,Font,1
45753,779,Font,1
45754,780,Font,2
45755,781,Font,2
45756,782,Font,2
45757,783,Font,2
45758,784,Font,2
45759,785,Font,1
45760,787,Font,1
45761,788,Font,1
45762,789,Font,1
45763,790,Font,2
45764,791,Font,1
45765,792,Font,2
45766,793,Font,1
45767,794,Font,1
45768,795,Font,1
45769,796,Font,2
45770,797,Font,1
45771,798,Font,1
45772,799,Font,2
45773,800,Font,2
45774,801,Font,2
45775,802,Font,1
45776,803,Font,2
45777,804,Font,1
45778,805,Font,1
45779,806,Font,1
45780,807,Font,2
45781,808,Font,2
45782,809,Font,2
45783,810,Font,2
45784,811,Font,1
45785,812,Font,2
45786,813,Font,2
45787,814,Font,2
45788,816,Font,1
45789,817,Font,2
45790,818,Font,2
45791,819,Font,1
45792,821,Font,2
45793,822,Font,2
45794,823,Font,1
45795,824,Font,2
45796,825,Font,1
45797,826,Font,2
45798,827,Font,1
45799,828,Font,1
45800,829,Font,1
45801,830,Font,1
45802,831,Font,2
45803,832,Font,1
45804,833,Font,2
45805,834,Font,2
45806,835,Font,2
45807,836,Font,2
45808,837,Font,2
45809,838,Font,1
45810,840,Font,1
45811,841,Font,1
45812,842,Font,2
45813,844,Font,1
45814,845,Font,1
45815,846,Font,1
45816,847,Font,1
45817,848,Font,1
45818,849,Font,2
45819,850,Font,1
45820,851,Font,2
45821,852,Font,2
45822,853,Font,1
45823,854,Font,1
45824,856,Font,1
45825,857,Font,1
45826,858,Font,1
45827,859,Font,1
45828,860,Font,2
45829,861,Font,2
45830,862,Font,2
45831,863,Font,1
45832,864,Font,1
45833,865,Font,1
45834,866,Font,1
45835,867,Font,2
45836,868,Font,1
45837,869,Font,2
45838,870,Font,2
45839,871,Font,2
45840,872,Font,2
45841,873,Font,2
45842,874,Font,1
45843,875,Font,2
45844,876,Font,2
45845,878,Font,1
45846,879,Font,1
45847,880,Font,2
45848,881,Font,1
45849,882,Font,2
45850,883,Font,1
45851,884,Font,1
45852,885,Font,2
45853,886,Font,1
45854,887,Font,1
45855,888,Font,1
45856,889,Font,1
45857,890,Font,1
45858,892,Font,2
45859,893,Font,2
45860,894,Font,2
45861,895,Font,2
45862,896,Font,1
45863,898,Font,1
45864,899,Font,1
45865,900,Font,2
45866,901,Font,1
45867,902,Font,2
45868,903,Font,2
45869,904,Font,1
45870,905,Font,1
45871,906,Font,1
45872,907,Font,1
45873,908,Font,2
45874,909,Font,1
45875,910,Font,2
45876,911,Font,1
45877,912,Font,1
45878,913,Font,1
45879,914,Font,2
45880,915,Font,1
45881,916,Font,1
45882,917,Font,1
45883,918,Font,1
45884,919,Font,1
45885,920,Font,1
45886,922,Font,1
45887,923,Font,2
45888,924,Font,1
45889,925,Font,1
45890,926,Font,1
45891,927,Font,1
45892,928,Font,2
45893,930,Font,2
45894,931,Font,1
45895,932,Font,1
45896,933,Font,1
45897,934,Font,1
45898,935,Font,1
45899,936,Font,1
45900,937,Font,1
45901,938,Font,2
45902,939,Font,2
45903,941,Font,2
45904,942,Font,1
45905,943,Font,1
45906,944,Font,1
45907,945,Font,1
45908,946,Font,2
45909,947,Font,1
45910,948,Font,1
45911,949,Font,1
45912,950,Font,1
45913,951,Font,1
45914,952,Font,1
45915,953,Font,2
45916,954,Font,2
45917,955,Font,2
45918,958,Font,2
45919,959,Font,1
45920,960,Font,1
45921,961,Font,1
45922,962,Font,1
45923,963,Font,2
45924,964,Font,2
45925,965,Font,1
45926,966,Font,1
45927,967,Font,1
45928,968,Font,1
45929,969,Font,2
45930,970,Font,1
45931,971,Font,1
45932,972,Font,2
45933,973,Font,1
45934,974,Font,1
45935,975,Font,1
45936,976,Font,1
45937,977,Font,2
45938,978,Font,2
45939,979,Font,1
45940,980,Font,2
45941,981,Font,2
45942,982,Font,2
45943,983,Font,1
45944,984,Font,1
45945,985,Font,1
45946,986,Font,2
45947,987,Font,2
45948,988,Font,1
45949,989,Font,1
45950,991,Font,1
45951,992,Font,2
45952,993,Font,2
45953,994,Font,2
45954,995,Font,1
45955,996,Font,1
45956,997,Font,1
45957,998,Font,1
45958,999,Font,1
45959,1000,Font,2
45960,1001,Font,2
45961,1002,Font,2
45962,1003,Font,1
45963,1004,Font,2
45964,1005,Font,1
45965,1006,Font,1
45966,1007,Font,1
45967,1008,Font,2
45968,1009,Font,1
45969,1011,Font,1
45970,1012,Font,2
45971,1013,Font,2
45972,1014,Font,2
45973,1015,Font,1
45974,1016,Font,1
45975,1017,Font,2
45976,1018,Font,1
45977,1019,Font,2
45978,1020,Font,1
45979,1021,Font,1
45980,1022,Font,1
45981,1023,Font,2
45982,1024,Font,1
45983,1025,Font,2
45984,1026,Font,1
45985,1029,Font,1
45986,1030,Font,2
45987,1031,Font,2
45988,1032,Font,1
45989,1033,Font,2
45990,1035,Font,2
45991,1036,Font,2
45992,1037,Font,1
45993,1038,Font,1
45994,1039,Font,1
45995,1040,Font,1
45996,1041,Font,1
45997,1042,Font,2
45998,1043,Font,1
45999,1044,Font,1
46000,1045,Font,2
46001,1046,Font,1
46002,1047,Font,2
46003,1048,Font,2
46004,1049,Font,1
46005,1050,Font,1
46006,1052,Font,1
46007,1053,Font,2
46008,1054,Font,1
46009,1056,Font,2
46010,1057,Font,1
46011,1058,Font,1
46012,1059,Font,2
46013,1060,Font,1
46014,1061,Font,1
46015,1062,Font,2
46016,1063,Font,1
46017,1064,Font,2
46018,1065,Font,1
46019,1066,Font,2
46020,1067,Font,2
46021,1068,Font,2
46022,1069,Font,1
46023,1070,Font,1
46024,1071,Font,1
46025,1072,Font,1
46026,1073,Font,1
46027,1074,Font,2
46028,1075,Font,1
46029,1077,Font,2
46030,1078,Font,2
46031,1079,Font,2
46032,1080,Font,1
46033,1082,Font,1
46034,1083,Font,1
46035,1084,Font,1
46036,1085,Font,2
46037,1086,Font,2
46038,1087,Font,1
46039,1088,Font,1
46040,1089,Font,1
46041,1090,Font,1
46042,1091,Font,2
46043,1092,Font,1
46044,1093,Font,1
46045,1094,Font,1
46046,1095,Font,2
46047,1096,Font,2
46048,1098,Font,1
46049,1099,Font,1
46050,1100,Font,1
46051,1101,Font,2
46052,1102,Font,1
46053,1103,Font,1
46054,1104,Font,2
46055,1106,Font,2
46056,1107,Font,1
46057,1108,Font,1
46058,1109,Font,2
46059,1110,Font,2
46060,1111,Font,2
46061,1112,Font,1
46062,1113,Font,1
46063,1114,Font,1
46064,1115,Font,1
46065,1116,Font,1
46066,1117,Font,1
46067,1118,Font,2
46068,1119,Font,2
46069,1120,Font,1
46070,1122,Font,2
46071,1124,Font,1
46072,1125,Font,2
46073,1126,Font,1
46074,1127,Font,2
46075,1128,Font,2
46076,1130,Font,2
46077,1131,Font,2
46078,1136,Font,1
46079,1137,Font,2
46080,1138,Font,2
46081,1139,Font,2
46082,1140,Font,1
46083,1141,Font,1
46084,1142,Font,2
46085,1143,Font,1
46086,1144,Font,1
46087,1145,Font,1
46088,1146,Font,2
46089,1147,Font,1
46090,1152,Font,2
46091,1153,Font,2
46092,1154,Font,1
46093,1155,Font,1
46094,1156,Font,2
46095,1158,Font,1
46096,1159,Font,1
46097,1160,Font,2
46098,1161,Font,1
46099,1162,Font,2
46100,1167,Font,1
46101,1168,Font,1
46102,1170,Font,1
46103,1172,Font,2
46104,1173,Font,2
46105,1174,Font,2
46106,1176,Font,1
46107,1177,Font,1
46108,1178,Font,1
46109,1179,Font,1
46110,1180,Font,1
46111,1181,Font,2
46112,1182,Font,1
46113,1183,Font,1
46114,1184,Font,2
46115,1185,Font,1
46116,1187,Font,2
46117,1188,Font,1
46118,1189,Font,1
46119,1192,Font,2
46120,1193,Font,1
46121,1194,Font,2
46122,1195,Font,1
46123,1196,Font,1
46124,1197,Font,2
46229,175,Household cleaning supply,1
46344,300,Household cleaning supply,2
46485,449,Household cleaning supply,1
46514,484,Household cleaning supply,1
46548,520,Household cleaning supply,1
46733,728,Household cleaning supply,2
46806,808,Household cleaning supply,2
46875,883,Household cleaning supply,2
47040,1062,Household cleaning supply,2
47117,1154,Household cleaning supply,1
47206,122,Eyewear,2
47213,130,Eyewear,2
47216,134,Eyewear,1
47220,138,Eyewear,1
47260,181,Eyewear,2
47279,201,Eyewear,1
47283,206,Eyewear,1
47286,210,Eyewear,1
47293,219,Eyewear,2
47297,223,Eyewear,1
47306,233,Eyewear,2
47310,237,Eyewear,2
47317,245,Eyewear,2
47318,246,Eyewear,2
47329,259,Eyewear,2
47332,262,Eyewear,1
47333,263,Eyewear,1
47338,268,Eyewear,1
47351,282,Eyewear,1
47354,285,Eyewear,1
47358,289,Eyewear,1
47363,294,Eyewear,2
47377,309,Eyewear,1
47380,312,Eyewear,1
47387,320,Eyewear,1
47392,325,Eyewear,2
47393,326,Eyewear,2
47395,328,Eyewear,1
47405,340,Eyewear,2
47411,346,Eyewear,1
47424,360,Eyewear,1
47428,364,Eyewear,1
47455,392,Eyewear,2
47460,397,Eyewear,1
47480,418,Eyewear,1
47481,419,Eyewear,1
47484,422,Eyewear,1
47488,426,Eyewear,1
47497,435,Eyewear,2
47507,446,Eyewear,1
47509,448,Eyewear,1
47513,453,Eyewear,1
47520,460,Eyewear,2
47522,462,Eyewear,2
47524,464,Eyewear,1
47525,467,Eyewear,1
47537,481,Eyewear,1
47539,484,Eyewear,1
47542,487,Eyewear,2
47543,488,Eyewear,1
47546,491,Eyewear,2
47552,497,Eyewear,1
47557,502,Eyewear,1
47564,509,Eyewear,1
47567,512,Eyewear,2
47577,524,Eyewear,2
47580,527,Eyewear,1
47583,530,Eyewear,1
47584,531,Eyewear,2
47586,533,Eyewear,1
47593,541,Eyewear,2
47604,553,Eyewear,2
47608,557,Eyewear,2
47612,561,Eyewear,1
47617,567,Eyewear,1
47620,570,Eyewear,1
47629,579,Eyewear,1
47631,581,Eyewear,2
47642,599,Eyewear,1
47645,602,Eyewear,2
47649,607,Eyewear,1
47652,611,Eyewear,2
47653,612,Eyewear,2
47660,620,Eyewear,2
47661,621,Eyewear,2
47662,622,Eyewear,2
47671,634,Eyewear,2
47675,638,Eyewear,2
47690,654,Eyewear,2
47695,659,Eyewear,1
47696,660,Eyewear,1
47701,665,Eyewear,1
47706,670,Eyewear,1
47711,675,Eyewear,2
47715,679,Eyewear,1
47724,689,Eyewear,2
47738,705,Eyewear,2
47747,716,Eyewear,2
47751,720,Eyewear,1
47752,721,Eyewear,2
47759,729,Eyewear,2
47760,730,Eyewear,1
47792,766,Eyewear,1
47800,776,Eyewear,1
47801,777,Eyewear,2
47812,789,Eyewear,2
47814,791,Eyewear,1
47815,792,Eyewear,1
47825,802,Eyewear,2
47832,809,Eyewear,2
47836,813,Eyewear,2
47843,822,Eyewear,2
47852,831,Eyewear,2
47864,845,Eyewear,1
47866,847,Eyewear,1
47874,856,Eyewear,1
47892,874,Eyewear,2
47896,879,Eyewear,1
47900,883,Eyewear,1
47904,887,Eyewear,2
47907,890,Eyewear,1
47912,896,Eyewear,1
47916,901,Eyewear,1
47926,911,Eyewear,1
47945,932,Eyewear,1
47950,937,Eyewear,2
47951,938,Eyewear,1
47973,963,Eyewear,2
47983,973,Eyewear,1
47990,980,Eyewear,2
48000,991,Eyewear,1
48009,1000,Eyewear,2
48016,1007,Eyewear,1
48020,1012,Eyewear,2
48033,1025,Eyewear,1
48041,1036,Eyewear,2
48049,1044,Eyewear,1
48057,1053,Eyewear,2
48068,1065,Eyewear,2
48073,1070,Eyewear,1
48078,1075,Eyewear,1
48080,1078,Eyewear,1
48091,1090,Eyewear,1
48095,1094,Eyewear,1
48100,1100,Eyewear,1
48102,1102,Eyewear,1
48107,1108,Eyewear,2
48113,1114,Eyewear,1
48138,1146,Eyewear,2
48148,1161,Eyewear,1
48149,1162,Eyewear,2
48150,1167,Eyewear,2
48163,1183,Eyewear,2
48164,1184,Eyewear,2
48173,1196,Eyewear,1
48276,172,String instrument accessory,2
48356,261,String instrument accessory,1
48371,277,String instrument accessory,1
48403,310,String instrument accessory,1
48466,377,String instrument accessory,1
48485,397,String instrument accessory,1
48548,463,String instrument accessory,1
48549,464,String instrument accessory,1
48577,497,String instrument accessory,2
48581,501,String instrument accessory,2
48606,528,String instrument accessory,2
48611,533,String instrument accessory,1
48626,549,String instrument accessory,2
48628,551,String instrument accessory,1
48662,593,String instrument accessory,1
48690,625,String instrument accessory,1
48790,736,String instrument accessory,2
48793,740,String instrument accessory,1
48806,755,String instrument accessory,1
48861,813,String instrument accessory,1
48928,886,String instrument accessory,1
48956,916,String instrument accessory,1
49000,965,String instrument accessory,2
49009,974,String instrument accessory,1
49029,995,String instrument accessory,1
49136,1112,String instrument accessory,1
49142,1118,String instrument accessory,2
49167,1154,String instrument accessory,1
49178,1172,String instrument accessory,2
49193,1189,String instrument accessory,1
49203,29,Sleeveless shirt,1
49205,32,Sleeveless shirt,1
49216,43,Sleeveless shirt,1
49230,60,Sleeveless shirt,2
49243,73,Sleeveless shirt,2
49807,726,Sleeveless shirt,2
50110,1057,Sleeveless shirt,2
50149,1099,Sleeveless shirt,2
50191,1153,Sleeveless shirt,2
50208,1178,Sleeveless shirt,1
50237,39,Flower,2
50245,49,Flower,1
50253,58,Flower,2
50256,61,Flower,1
50262,67,Flower,1
50293,136,Flower,1
50391,244,Flower,2
50707,582,Flower,2
50710,585,Flower,1
50715,596,Flower,1
50762,651,Flower,1
50783,672,Flower,1
50892,794,Flower,2
50902,804,Flower,2
51007,917,Flower,1
51029,942,Flower,1
51062,977,Flower,2
51100,1017,Flower,1
51138,1060,Flower,2
51222,1160,Flower,2
51390,216,Creative arts,1
51439,269,Creative arts,2
51463,294,Creative arts,1
51474,306,Creative arts,1
51484,316,Creative arts,1
51497,330,Creative arts,1
51596,434,Creative arts,1
51602,441,Creative arts,1
51640,485,Creative arts,1
51712,561,Creative arts,1
51758,618,Creative arts,1
51858,728,Creative arts,1
51870,742,Creative arts,2
51970,851,Creative arts,2
51998,881,Creative arts,2
52019,904,Creative arts,1
52075,965,Creative arts,1
52077,967,Creative arts,1
52149,1044,Creative arts,1
52171,1068,Creative arts,2
52382,178,Dollar,1
52404,201,Dollar,2
52438,241,Dollar,1
52497,304,Dollar,2
52626,440,Dollar,2
52838,677,Dollar,2
52934,785,Dollar,1
52977,831,Dollar,2
53032,890,Dollar,2
53067,928,Dollar,2
53378,147,Egg yolk,1
53408,179,Egg yolk,2
53457,234,Egg yolk,1
53536,318,Egg yolk,2
53545,328,Egg yolk,2
53553,338,Egg yolk,1
53715,510,Egg yolk,2
53717,512,Egg yolk,2
53752,550,Egg yolk,1
53766,566,Egg yolk,1
53853,667,Egg yolk,2
53856,670,Egg yolk,1
53924,746,Egg yolk,1
54020,851,Egg yolk,2
54028,860,Egg yolk,2
54101,938,Egg yolk,2
54123,963,Egg yolk,1
54153,994,Egg yolk,2
54175,1017,Egg yolk,2
54251,1101,Egg yolk,2
54382,123,Bicycle frame,1
54575,335,Bicycle frame,1
54625,387,Bicycle frame,1
54706,474,Bicycle frame,1
54814,595,Bicycle frame,1
54837,622,Bicycle frame,1
54882,671,Bicycle frame,1
54889,678,Bicycle frame,1
54891,680,Bicycle frame,1
55012,814,Bicycle frame,1
55311,1144,Bicycle frame,2
55548,279,Music artist,1
55573,305,Music artist,1
55610,345,Music artist,1
55611,346,Music artist,1
55763,508,Music artist,1
56001,777,Music artist,1
56096,879,Music artist,1
56114,899,Music artist,1
56184,974,Music artist,1
56313,1114,Music artist,1
56498,195,Nickel,2
56577,283,Nickel,1
56592,298,Nickel,1
56609,316,Nickel,1
56674,386,Nickel,2
56875,609,Nickel,2
56882,616,Nickel,2
56919,658,Nickel,2
56951,691,Nickel,1
57012,761,Nickel,1
57461,128,Passive circuit component,1
57466,134,Passive circuit component,1
57488,158,Passive circuit component,1
57677,363,Passive circuit component,1
57704,391,Passive circuit component,1
57916,626,Passive circuit component,2
58034,758,Passive circuit component,1
58066,793,Passive circuit component,1
58130,862,Passive circuit component,2
58133,865,Passive circuit component,1
58474,115,Flooring,1
58479,120,Flooring,2
58483,125,Flooring,2
58484,126,Flooring,2
58498,142,Flooring,1
58501,145,Flooring,1
58503,147,Flooring,2
58505,149,Flooring,1
58542,189,Flooring,2
58547,194,Flooring,2
58562,212,Flooring,1
58569,220,Flooring,1
58609,264,Flooring,2
58610,265,Flooring,1
58623,279,Flooring,1
58636,292,Flooring,1
58648,305,Flooring,2
58667,325,Flooring,2
58668,326,Flooring,2
58669,327,Flooring,2
58684,344,Flooring,2
58703,364,Flooring,1
58707,368,Flooring,1
58711,372,Flooring,1
58714,375,Flooring,2
58720,382,Flooring,1
58727,389,Flooring,1
58733,395,Flooring,2
58748,411,Flooring,2
58750,413,Flooring,1
58754,417,Flooring,1
58769,432,Flooring,1
58774,438,Flooring,1
58779,443,Flooring,1
58780,444,Flooring,2
58796,461,Flooring,1
58808,476,Flooring,1
58821,491,Flooring,2
58830,500,Flooring,1
58841,511,Flooring,1
58856,528,Flooring,2
58902,577,Flooring,1
58918,600,Flooring,2
58922,604,Flooring,1
58935,620,Flooring,2
58939,624,Flooring,2
58954,642,Flooring,2
58958,647,Flooring,2
58967,656,Flooring,1
58970,659,Flooring,1
58974,663,Flooring,1
